StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q6,Q7,Q8,Q12_First Click,Q12_Last Click,Q12_Page Submit,Q12_Click Count,Q14,Q16,Q17,Q18,Q19_First Click,Q19_Last Click,Q19_Page Submit,Q19_Click Count,Q21_1,Q22_1,Q23_1,Q24_First Click,Q24_Last Click,Q24_Page Submit,Q24_Click Count,Q26_1,Q27_1,Q28_1,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q31_1,Q32_1,Q33_1,Q34_1,Q35_1,Q36_1,Q37_1,Q38_1,Q39_1,Q40,Q41,Q42,Q43,Q44_First Click,Q44_Last Click,Q44_Page Submit,Q44_Click Count,Q46_1,Q47_1,Q48_1,Q49_First Click,Q49_Last Click,Q49_Page Submit,Q49_Click Count,Q50,Q50_3_TEXT,Q51,Q52,Q53_First Click,Q53_Last Click,Q53_Page Submit,Q53_Click Count,Q55,Q56,Q57,Q58,Q59,Q63_First Click,Q63_Last Click,Q63_Page Submit,Q63_Click Count,Random ID,ID
2024-01-30 19:19:54,2024-01-30 19:21:52,Survey Preview,100,117,True,2024-01-30 19:21:53,R_6PnGLm9CPY9kgVz,preview,EN,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",Do not use my anonymised activity in the study.,,0,0,1.986,0,,,,,0,0,1.883,0,,,,0,0,1.712,0,,,,0,0,1.393,0,,,,,,,,,,,,,,0,0,1.413,0,,,,0,0,3.575,0,,,,,,,,,,,,,,,,,,42270,
2024-01-30 19:22:29,2024-01-30 19:24:46,Survey Preview,100,137,True,2024-01-30 19:24:48,R_6TIhjqfwNVDaejt,preview,EN,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",Do not use my anonymised activity in the study.,,0,0,1.687,0,,,,,0,0,1.534,0,,,,0,0,1.303,0,,,,0,0,1.521,0,,,,,,,,,,,,,,0,0,1.535,0,,,,0,0,1.073,0,,,,,,,,,,,,,,4.491,4.491,15.827,1,52858,
2024-01-30 19:29:14,2024-01-30 20:48:10,IP Address,100,4735,True,2024-01-30 20:48:11,R_3PiCdGoA4DZwKU8,anonymous,EN,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",I am ok with the use of my anonymised activity in the study.,"It is ok to contact me for interviews. ",,,,,I have experience as a self-employed person.,At least one of my parents has experience as business owner.,"I am an exchange student, and I do not study business in my home university.",0,4.684,4.684,6.014,1,Slightly agree,Mostly agree,Mostly agree,3.765,3.765,4.647,1,Slightly agree,Mostly agree,Totally agree,3.228,3.228,4.285,1,Mostly agree,Slightly agree,Slightly disagree,Mostly agree,Mostly agree,Slightly disagree,Neutral,Slightly disagree,Slightly agree,Several times each week.,I have used Generative AI occasionally for this type of purpose.,I use Generative AI quite often for this type of purpose.,I have used Generative AI occasionally for this type of purpose.,3.724,3.724,4.963,1,4,6,6,3.067,3.067,4.068,1,Female,,44,Brazil,,,,,M,S,07,S,M,9.649,9.649,4278.851,1,43769,
2024-01-30 19:29:39,2024-01-31 07:38:28,IP Address,100,43729,True,2024-01-31 07:38:29,R_7dKA972B3TTP6ag,anonymous,EN,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",I am ok with the use of my anonymised activity in the study.,"It is ok to contact me for interviews. ",,,,,I have experience as a business owner.,At least one of my parents has experience as a self-employed person.,"Language and Business (for example, French and Business, German and Business).",1,1.141,1.141,2.9,1,Slightly disagree,Slightly disagree,Neutral,0.662,0.662,1.569,1,Mostly disagree,Slightly disagree,Neutral,0.782,0.782,1.502,1,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Neutral,Neutral,Twice or three times a month.,I have never used Generative AI for this type of purpose.,I have never used Generative AI for this type of purpose.,I use Generative AI quite often for this type of purpose.,36.888,36.888,37.935,1,4,4,4,0.677,0.677,2.029,1,Female,,24,Brazil,,,,,f,f,02,1,2,10.572,10.572,25.857,1,67712,
2024-01-31 07:38:46,2024-01-31 07:51:23,IP Address,100,756,True,2024-01-31 07:51:25,R_1esL0AyKiXsls4A,anonymous,EN,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",I am ok with the use of my anonymised activity in the study.,"It is ok to contact me for interviews. ",,,,,I have experience as a business owner.,At least one of my parents has experience as a self-employed person.,"I am an exchange student, but I study business in my home university.",2,0.603,0.603,1.409,1,Slightly disagree,Slightly disagree,Neutral,0.757,0.757,1.475,1,Slightly agree,Neutral,Neutral,0.595,0.595,1.261,1,Slightly disagree,Slightly disagree,Neutral,Neutral,Slightly disagree,Slightly disagree,Neutral,Neutral,Neutral,Several times each week.,I have never used Generative AI for this type of purpose.,I have never used Generative AI for this type of purpose.,I have never used Generative AI for this type of purpose.,0.425,0.425,1.21,1,1,1,1,0.812,0.812,1.601,1,In another way (please include below),,29,Bangladesh,,,,,d,d,dd,d,d,17.537,17.537,25.71,1,20046,
2024-01-31 11:26:51,2024-01-31 11:33:44,IP Address,100,413,True,2024-01-31 11:33:45,R_4gSFg9u2MwVvTkS,anonymous,EN,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",I am ok with the use of my anonymised activity in the study.,I do not want to be contacted.,0,0,1.486,0,None of the above.,None of the above.,Mathematics and Business.,0,4.242,4.242,9.6,1,Slightly disagree,Slightly agree,Slightly agree,2.551,3.684,3.6,2,Slightly disagree,Totally disagree,Totally disagree,3.608,4.871,5.526,2,Mostly agree,Slightly agree,Totally agree,Totally agree,Totally disagree,Neutral,Mostly agree,Slightly disagree,Mostly disagree,Twice or three times a month.,I have never used Generative AI for this type of purpose.,I use Generative AI quite often for this type of purpose.,I have never used Generative AI for this type of purpose.,4.108,4.108,6.585,1,7,7,7,4.76,5.96,6.412,3,Female,,21,Czech Republic,,,,,S,L,06,E,J,0.483,6.259,12.223,3,21853,
2024-01-31 11:29:39,2024-01-31 11:33:45,IP Address,100,246,True,2024-01-31 11:33:46,R_4WIhbJ0mMwfYXmN,anonymous,EN,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",I am ok with the use of my anonymised activity in the study.,"It is ok to contact me for interviews. ",,,,,I have experience as a self-employed person.,None of the above.,A programme at the Business School.,3 or more,3.032,3.032,3.789,1,Totally agree,Totally agree,Slightly disagree,3.17,3.17,3.667,1,Neutral,Slightly disagree,Mostly disagree,1.764,1.764,2.314,1,Neutral,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Totally agree,Totally agree,Slightly agree,Mostly agree,Less than once a month.,I have never used Generative AI for this type of purpose.,I have used Generative AI occasionally for this type of purpose.,I have never used Generative AI for this type of purpose.,3.9,5.026,5.6,2,4,6,3,2.89,3.323,3.343,2,Male,,23,China,,,,,X,S,17,Z,S,0,0,2.471,0,98424,
2024-01-31 11:29:25,2024-01-31 11:34:08,IP Address,100,283,True,2024-01-31 11:34:09,R_8OVKO3tR0FZoLjm,anonymous,EN,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",I am ok with the use of my anonymised activity in the study.,"It is ok to contact me for interviews. ",,,,,I have experience as an entrepreneur.,At least one of my parents has experience as business owner.,A programme at the Business School.,2,3.817,4.315,5.18,2,Totally agree,Totally agree,Mostly agree,2.965,2.965,3.592,1,Totally agree,Slightly agree,Slightly agree,2.273,2.273,3.523,1,Slightly agree,Neutral,Neutral,Slightly agree,Slightly agree,Neutral,Slightly agree,Slightly agree,Neutral,About once a month.,I have never used Generative AI for this type of purpose.,I have used Generative AI occasionally for this type of purpose.,I have never used Generative AI for this type of purpose.,2.559,2.559,3.242,1,6,6,7,3.796,3.796,4.245,1,Male,,20,Switzerland,,,,,I,M,07,O,J,5.372,5.372,23.456,1,75206,
2024-01-31 11:27:20,2024-01-31 11:34:46,IP Address,100,445,True,2024-01-31 11:34:46,R_6pY8qATrRKBrOif,anonymous,EN,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",I am ok with the use of my anonymised activity in the study.,"It is ok to contact me for interviews. ",,,,,None of the above.,None of the above.,A programme at the Business School.,0,4.83,4.83,6.214,1,Slightly agree,Mostly agree,Mostly agree,3.845,3.845,4.834,1,Slightly agree,Mostly disagree,Neutral,7.811,7.811,8.582,1,Mostly disagree,Slightly disagree,Slightly disagree,Mostly disagree,Totally disagree,Mostly disagree,Mostly disagree,Slightly disagree,Slightly disagree,About once each week.,I have never used Generative AI for this type of purpose.,I have never used Generative AI for this type of purpose.,I have used Generative AI occasionally for this type of purpose.,3.768,3.768,4.89,1,6,7,7,3.388,3.388,4.176,1,Female,,20,United States of America,,,,,K,B,11,C,J,6.232,6.232,30.722,1,72933,
2024-01-31 11:29:01,2024-01-31 11:34:47,IP Address,100,346,True,2024-01-31 11:34:48,R_8GrYNHWHvjjok3E,anonymous,EN,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",I am ok with the use of my anonymised activity in the study.,I do not want to be contacted.,0,0,1.765,0,None of the above.,At least one of my parents has experience as business owner.,"I am an exchange student, but I study business in my home university.",0,5.055,5.055,6.123,1,Slightly agree,Mostly agree,Slightly agree,3.869,3.869,4.935,1,Neutral,Mostly disagree,Slightly disagree,1.912,1.912,2.628,1,Neutral,Slightly disagree,Neutral,Mostly disagree,Totally disagree,Slightly agree,Mostly disagree,Neutral,Mostly disagree,Less than once a month.,I have never used Generative AI for this type of purpose.,I have never used Generative AI for this type of purpose.,I have never used Generative AI for this type of purpose.,2.718,2.718,4.281,1,5,5,6,2.007,2.007,2.754,1,Male,,20,United States of America,,,,,D,C,14,Y,A,6.264,6.264,50.702,1,70369,
2024-01-31 11:29:26,2024-01-31 11:35:05,IP Address,100,338,True,2024-01-31 11:35:05,R_8THuGYhgGS0IrlA,anonymous,EN,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",I am ok with the use of my anonymised activity in the study.,"It is ok to contact me for interviews. ",,,,,None of the above.,None of the above.,A programme at the Business School.,0,2.283,2.283,5.71,1,Slightly agree,Mostly agree,Mostly agree,5.748,5.748,6.58,1,Slightly agree,Totally agree,Mostly agree,4.988,4.988,6.116,1,Totally agree,Slightly agree,Neutral,Totally agree,Totally disagree,Mostly agree,Neutral,Totally agree,Totally disagree,About once a month.,I have never used Generative AI for this type of purpose.,I use Generative AI quite often for this type of purpose.,I have used Generative AI occasionally for this type of purpose.,3.351,3.351,4.591,1,5,5,5,2.953,2.953,3.992,1,Male,,21,United Kingdom of Great Britain and Northern Ireland,,,,,L,G,23,J,S,2.522,2.522,29.63,1,51606,
2024-01-31 11:28:39,2024-01-31 11:35:11,IP Address,100,391,True,2024-01-31 11:35:11,R_8E4DbZqyw1gN5T6,anonymous,EN,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",I am ok with the use of my anonymised activity in the study.,"It is ok to contact me for interviews. ",,,,,None of the above.,At least one of my parents has experience as business owner.,A programme at the Business School.,1,4.108,4.108,5.931,1,Slightly agree,Slightly agree,Mostly agree,3.486,3.486,4.81,1,Mostly disagree,Mostly disagree,Mostly disagree,5.37,5.37,7.157,1,Mostly agree,Totally agree,Totally agree,Totally agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,About once each week.,I have never used Generative AI for this type of purpose.,I use Generative AI quite often for this type of purpose.,I use Generative AI quite often for this type of purpose.,3.16,3.16,4.147,1,5,5,4,4.501,4.501,5.743,1,Male,,21,United Kingdom of Great Britain and Northern Ireland,,,,,H,K,24,J,S,4.189,4.189,25.878,1,22188,
